Username,Follower,About,Location,PageURL,Sexual,EnneagramType,Gender,Groups
Hardin9,"['Kytaari', 'Prion Indigo']","Independent Journalist, Photographer, advocate for a technological egalitarian economy, and eliminating artificial geographical boundaries so people can have freedom of movement.",, https://www.personalitycafe.com/members/hardin9.html,,Type 6,Male,[]
Hardkormysteria,"['Imightbecrazy', 'PaulFalcon', 'Samurai Blur', 'SuburbanLurker', 'The Phantom']",,"Over the rainbow, Tx", https://www.personalitycafe.com/members/hardkormysteria.html,,,Female,[]
,['Lexicon Devil'],,, https://www.personalitycafe.com/members/introvertedvampire.html,Both,Type 4w5,Female,[]
,"['AussieChick', 'Cookie Monster2', 'coustain', 'Invidia', 'peach', 'Prion Indigo', 'Stephen', 'sts06', 'Trigun64']",,, https://www.personalitycafe.com/members/introvertigo.html,,Type 1,Female,[]
introvertpower,,Counsellor and Certified Administrator of the MBTI®.,"Melbourne, Australia", https://www.personalitycafe.com/members/introvertpower.html,,Type 4w5,Male,[]
,,,, https://www.personalitycafe.com/members/intuit.html,Male,,Female,[]
In_The_Fade,"['Einstein', 'Mode']","3w2-7w8-9w8 
The following description of the 379 was not written by me but taken from: https://www.facebook.com/Katherinefauvreconsulting/posts/1392449044409080 
The 379 
I call the 279 and the 379 the Rainbow Tritypes. They like colorful events, multi-colored images and colorful people. They are diverse and accepting and generally love people. 
These two Tritypes are very similar at first glance. However, the difference between the 3 and the 2 is important. The 279 is the most relational Tritype and the 379 is the most positive Tritype. 379s are even more positive that the 279s. They care about people like the 279 but focus more on their achievements. Both Tritypes avoid conflict and want to be upbeat...but how? 
The 279 needs easy relating and positive encounters...they try to smooth things over so people are happy and easier to be around. ;)) They focus on okness. 
The 379 needs to ""be"" an exemplar of what is positive. They are like a handful of colorful balloons. They also love images of rainbows and balloons regardless of what type leads. The 3 needs to be positive to be a success in the eyes of others...their can-do nature is motivated by what is positive to be liked. The 7 needs to be upbeat and is motivated by what is possible to be liked.The 9 needs to be comfortable and feels they must be kind and harmonious to be liked. 
So the 379 struggles when they have a disappointing experience and don't achieve their goal. They are quick to deny painful emotions in favor of pseudo happiness and turn lemons into lemonade more than any other Tritype. 
When they are down their world become bleak and gray. It is an opportunity for introspection and growth but for this Tritype it needs to be in small bites. 
So when a painful experience is chronic and needs time to heal the 379 can become impatient and very hard on themselves for being down. Like the balloons of happiness that become deflated,when in pain, the 379 can come across as shallow due to their effort to be positive when they are actually feeling despair and a sense of inner emptiness. They can feel like empty calories. 
They love people and the energy that comes from being connected to people. They like color in every form. Like flowers that turn to face the sun, 379s need the inspiration that comes from the positive feedback they receive for being good-natured. They are secretly very ambitious but seek affirmation in a quiet way. 
The 379 Tritype needs to be positive. They lose their motivation to be and become.They want success and to feel upbeat but also seek quiet stardom.",,,,Type 3w2,,['australian-percers']
k05cs02,,,, https://www.personalitycafe.com/members/k05cs02.html,,,,[]
Graficcha,"['Kitagawa Megumi', 'lblouin1', 'merlin89', 'miuliu', 'Mschievious', 'Nordom', 'perfectcircle', 'Peripatetic', 'SA1988', 'Seeker', 'Svensenberg', 'theorycraft', 'TwitchdelaBRAT', 'VioletIris', 'Alisette', 'Aquamarine', 'Bricolage', 'Cloverr', 'Damalur_Sol', 'Flow Ozzy', 'GentlemanKnight', 'Giza', 'Halcyon', 'JaySH']",,, https://www.personalitycafe.com/members/graficcha.html,Asexual,Type 5,Female,[]
Grainy,,,Norway, https://www.personalitycafe.com/members/grainy.html,Male,,Female,[]
Judge,,,, https://www.personalitycafe.com/members/judge.html,,Unknown,,[]
,,,,,Female,,Male,[]
Groovy,"['Macrosapien', 'Marvin the Dendroid', 'Matt The Martian', 'Necrilia', 'reisiger', 'Retrospective', 'RubiksCubix', 'Silent Theory', 'Stasis', 'tanstaafl28', 'bubbleboy', 'Chantel', 'Cover3', 'dwelfusius', 'ebae', 'ENTPness', 'Force Majeure', 'Frosty', 'johnnyyukon', 'KidThunder', 'thehalfbloodserb', 'Vahyavishdapaya', 'Wednesday Mermaid', 'wolvent42']","I have a weird mix of interests; funk, soul, activism, hip hop,  altered states of consciousness, existentialist literature, absurdist art, cultural anthropology, Eastern philosophy, science, aliens!!! 
I'm not snobby about anything except for my taste in music. 
HSP/Empath",,,Demisexual,Type 5w4,Female,"['existentialism', 'team-estp', 'hip-hop-lovers-perc', 'anarchists-libertarians', 'libertarian-socialists', 'tree-hugger-group', 'revolutionary-thinkers', 'australian-percers', 'empathy-movement']"
isfpaltruism,['missjayjay'],Aut viam inveniam aut faciam,,,,Type 5w6,,[]
ionias,"['Lyoness', 'Nearsification']",,Ohio, https://www.personalitycafe.com/members/ionias.html,Female,Type 3,Male,[]
IonOfAeons,"['human', 'Paragon', 'Rez', 'Stephen']",,, https://www.personalitycafe.com/members/ionofaeons.html,Both,Type 1w9,,['perc-night-owls-unite']
ionut.hulub,"['TheRevaN', 'Abyss Soul', 'Elyasis', 'gammagon', 'INTJellectual', 'Madman', 'Ntuitive', 'OrdinarinessIsAFWTD', 'Pride49', 'QrivaN', 'See Above']",,,,Female,Unknown,Male,[]
illykitty,,,UK, https://www.personalitycafe.com/members/illykitty.html,,Unknown,Female,[]
,['SavouryorSweet'],,,,,,Male,[]
IronLion,['cosmia'],,, https://www.personalitycafe.com/members/ironlion.html,,,Male,[]
,['KaoticRogue'],"Today is exciting, tomorrow brings promise, yesterday is  a blur of details.",, https://www.personalitycafe.com/members/ironlily.html,Pansexual,,,[]
Ironweaver,"['Isisx', 'phony', 'planemo', 'Synched', 'The Antique Beast', 'Worth Lessemo']",,"Belgrade, Serbia", https://www.personalitycafe.com/members/ironweaver.html,Female,Type 4w3,Male,[]
irish1,,,California, https://www.personalitycafe.com/members/irish1.html,,Unknown,Male,[]
Irisheyes,"['Candu', 'Charlie Chaotic', 'ConleyCameron', 'Haruhi Suzumiya', 'Jennywocky', 'Kalifornia310', 'lantern', 'Roland', 'sapphireminx']","good listener, patient, very empathetic, loyal and honest","Lowville, New York, United States",,Male,,Female,[]
IrridiumCloud,"['cookie_thief', 'Happy about Nothing.', 'RoadRunnerz']",,"Bristol, UK",,Female,,Male,[]
Irulan,,I am Bethany.,, https://www.personalitycafe.com/members/irulan.html,Male,Type 5,Female,['infj']
irulee,"['idntknw', 'Melchiz', 'Westy365']","There's only so much you can know about someone from an online profile, but I'll try start off. I'm the type of person that is somewhat distant at first, but gradually opens up. As you get to know, you'd realize that I'm quite bubbly and optimistic, but still quiet most of the time. I'm empathetic and understanding of others and have a genuine interest in helping others. I like making jokes, which usually derives from a connection I've made (some can be a bit dark though).  Also, I love learning, especially about different cultures and their history. That's all I can say for now.",, https://www.personalitycafe.com/members/irulee.html,Male,Type 4w5,Female,[]
,,"INFP since two years ago. Junior in high school. Depressed. Red hair, blue eyes, freckles, glasses, female(no ginger jokes, please :P ). Excited for Halloween. 
I play: guitar(mediocre), piano(beginner), air drums(professional) 
I don't like: close-minded people who say that they're open minded, grasshoppers, hardcover books, pop music, dubstep, summer, Nicholas Sparks films, jello, parties 
I am: a Christian, an artist, an aspiring psychologist, lonely, empty and tired 
I am always waiting for a cheer up and for sure I'd love a friend. Be kind and talk to me or something and tell me all about yourself so that I could learn something new.
(Don't even think that I'm not going to appreciate your message, because I will. So give it to me)","Seattle, WA", https://www.personalitycafe.com/members/harperlee.html,Male,Unknown,Female,[]
iwrite,"['33sarah', 'happyrain', 'thepowerofpencil']","idk i really like dc. comics in gen, but mainly dc. and in that it's mainly the flashfam + flashrogues and batfam + batrogues. i'm probably the real life version of len snart (captain cold) but i love hartley rathaway (pied piper) the most bc i am also a gay reformed supervillain, except i'm not communist.",,,Female,Type 6w5,,[]
Ixim,"['Amy', 'AW10', 'CuriousMan', 'justroaming', 'Multivariate']",,"Zagreb, HR(Croatia)",,,,Male,[]
intheclouds,"['BehindSmile', 'Espiculeas', 'Kevinaswell', 'Regan']",,,,,,Male,['intps-ftw']
InTheFridge,"['Boi Bussy', 'chanteuse', 'Dissonance', 'Gossip Goat', 'Keine Kageshirasawa', 'piano', 'Vahyavishdapaya', 'wolvent42']",,, https://www.personalitycafe.com/members/inthefridge.html,,,Male,[]
inthesnowman,"['Apolo', 'Kebachi']",,, https://www.personalitycafe.com/members/inthesnowman.html,,Unknown,Female,[]
Glaukopis,"['beth x', 'chill.take.over', 'HarpFluffy', 'lirulin', 'Napoleptic', 'Palaver', 'Quierta', 'Sanskrit']",,,,,Type 5,Female,[]
Glazed Doneyes,,,, https://www.personalitycafe.com/members/glazed-doneyes.html,Pansexual,Type 4,Female,[]
,"['Artemis 2x4', 'B. Toast', 'dulcinea', 'StaceofBass', 'The Guitar Hero']","Hufflepuff, David Tennant worshipper, Gleek, 5'3, animal lover. I often forget that I'm not actually Elphaba from Wicked.",,,Male,Unknown,,[]
,"['Bramblestar', 'canadafreak86', 'Crescent', 'gum2000', 'Katy Linsao', 'Reticent Charm', 'RiraNoKi', 'Thread Killer']",,, https://www.personalitycafe.com/members/granchi.html,,Type 4w5,Male,[]
Grandmaster Yoda,"['Dalien', 'DarkBarlow', 'Deadly Decorum', 'DeadlyRefridgerator', 'Deejaz', 'desire machine', 'devoid', 'Doctor Sleep', 'DoIHavetohaveaUserName', 'Doktorin Zylinder', '-Alpha-', '11thNight', 'AddictiveMuse', 'aef8234', 'AesSidhe', 'Alana4297', 'Amacey', 'Amaryllis', 'Amine', 'anthraex', 'goldrule2', 'goldthysanura', 'GoosePeelings', 'ientipi', 'INTP_Polly', 'jeb', 'JKRfan', 'Keine Kageshirasawa', 'King Piece', 'knife', 'ThoughtfulThinker', 'Tophthetomboy', 'TwinAnthos', 'Vahyavishdapaya', 'VIIZZY', 'Wild', 'WithGrace', 'xdOllie', 'Zeke', 'Zeta Neprok', 'spylass', 'StarFollowed', 'Stelliferous', 'Stelmaria', 'Straystuff', 'swaysway', 'Swede', 'Tetsu', 'The Doc', 'The Penguin', 'zobot', 'Zyranne', 'BigApplePi', 'bmwoodson', 'BranchMonkey', 'Bugs', 'Buzz', 'Captain Mclain', 'Chesire Tower', 'Clyme', 'Crowbo', 'daleks_exterminate', 'koalaroo', 'KtKeen', 'Kurt Wagner', 'Kynx', ""L'Enfant Terrible"", 'lackofmops', 'lemonfries', 'Llort', 'lucillemae', 'MadinCheshire', 'Madman', 'mangodelic psycho', 'maust', 'McCartneyII', 'Metalize', 'Mick Travis', 'missjayjay', 'Modal Soul', 'nevermore', 'Noir', 'Parrot', 'piano', 'QuiteCharmed', 'Rafiki', 'rambleonrose', 'sceptical mystic', 'Sensational', 'Sequence', 'SevSevens', 'shazam', 'DudeGuy', 'eb44345', 'EonsInTheNight', 'Eska', 'Eventive', 'FearAndTrembling', 'Fievel', 'FightingSpirit007', 'Goetterdaemmerung', 'Golden Rose']",,The Dagobah System,,,Unknown,Neutral,[]
Jackobuss,"['Amauriel', 'Silwin', 'Sir Kanra']",,, https://www.personalitycafe.com/members/jackobuss.html,Bisexual,,Male,[]
,"['Agni', 'hesperidian', 'Marisa', 'MelissaC', 'pinkrasputin', 'PlacentaCake', 'Robert Foster', 'Tapir', 'Tess']",,USA, https://www.personalitycafe.com/members/jackparrish.html,Female,,Male,[]
GrimmTeather,"['beth x', 'In a Quandary', 'jcamero', 'Jib', 'Kevinaswell', 'Midnight Runner', 'polaroid sea', 'Pop Crimes', 'Raakakaakao', 'redwitch', 'susurration', 'Tunesimah']",I change my interests with my moods and have a weird sense of humour,, https://www.personalitycafe.com/members/grimmteather.html,Female,Type 4w5,Male,"['land-beautiful-films', 'australians-11']"
grimoire,,,,,Female,,,[]
Kaiju,['baesline'],Just an a e s t h e t i c dood,, https://www.personalitycafe.com/members/kaiju.html,,Type 5w4,Male,[]
,['MaggieMay'],,Vienna, https://www.personalitycafe.com/members/kathi.html,Male,Unknown,Female,[]
khadalex,['Kalifornia310'],,, https://www.personalitycafe.com/members/khadalex.html,Male,,Male,[]
Khadroma,"['Blue Ribbon', 'Clyme', 'DOGSOUP', 'Duo', 'General Lee Awesome', 'Gilead', 'Ikusagami', 'Jewl', 'MsBossyPants', 'Sensational', 'Stable Genius', 'Vahyavishdapaya', 'Warp10', 'Wellsy']",,, https://www.personalitycafe.com/members/khadroma.html,,,Neutral,[]
kagayama,"['daybreak', 'MisterPerfect']",,, https://www.personalitycafe.com/members/kagayama.html,,,,"['yaoi-cafe', 'otaku']"
kagemitsu,,,"Italian, living in UK", https://www.personalitycafe.com/members/kagemitsu.html,Female,Type 2,Male,[]
Kimmi,"['carpcatfish', 'School']",,, https://www.personalitycafe.com/members/kimmi.html,,,,[]
,"['Alexios', 'Sandwoman', 'singinbluebird']",,, https://www.personalitycafe.com/members/karim.html,Female,,,[]
karina7205,"['alyssa_', 'Cloudlight', 'DJArendee', 'Eleventhing', 'Falling Leaves', 'JamieBond', 'moniientertain', 'Nickel', 'NotedBook300', 'Spilled Milk']",,,,,Type 5,Female,[]
KaylRyck,"['Soul Eater', 'thehigher', 'amanda32', 'darkstar13', 'GiGi', 'KrystRay', 'Lucem', 'Lucretius', 'NastyCat', 'POLARbearEXPRESS', 'Promethea', 'Savannah']",No one of importance.,Australia,,,Type 8,Male,['australians-11']
KaleidoskopicVision,['falcondancer7'],,,,Both,Type 6,Male,[]
Kalifornia310,"['Marino', 'Matt', 'Memphisto', 'Midnight Runner', 'Morpheus83', 'mutton', 'Nancynobullets', 'NastyCat', 'Nearsification', 'nikkii', 'splint3r', 'tan64', 'thefistofreality', 'thisisme', 'Tongue Tied', 'Tophat182', 'Trifoilum', 'Unknown85', 'walkawaysun09', 'WindRaven', 'amy22581', 'Atenza Coltheart', 'avatarphen', 'Aßbiscuits', 'bebelik', 'Benedox', 'bonfirequeen', 'ConleyCameron', 'crchirino', 'Crystall', 'OCDTC12', 'Oleas', 'Oreocat', 'pinkrasputin', 'Poetbynight', 'Puddinboots', 'Razvan', 'Roland', 'rpgs_player', 'Santini', 'justinhammar', 'Kevinaswell', 'khadalex', 'Kymlee', 'LadyAnime', 'lantern', 'leesh', 'Losalgeles', 'luige06', 'mage', 'Cthulhu', 'DasPhillipBrau', 'Fleshy Vessel', 'glitterincateyez', 'Goodewitch', 'Hiki', 'INFPPP', 'Irisheyes', 'jdmn', 'jkikerx78', 'sapphireminx', 'Selden', 'Seymour', 'ShadowPlay', 'Shanty', 'sharrkmaster', 'Slicknick9283', 'smiley', 'So Long So Long', 'sophster87']",southern california born and raised. giant mixed mutt. easygoing chosen one.,, https://www.personalitycafe.com/members/kalifornia310.html,,Type 2,,"['science-fiction-club', 'land-beautiful-films', 'v-i-p-club', 'enfj', 'apatheist-nihlist', 'lgbt', 'vegetarians-beyond', 'sarah-s-quest-world-domination', 'psychology']"
Kalifatidess,"['Jingo', 'Loella', 'Nyfiken', 'RecklessDreamer']",Warm and open,"Stockholm, Sweden",,Female,,Male,[]
KaliFlower,"['Blacktide', 'Fievel', 'Results', 'Turlowe', 'UnicornRainbowLove']",Model. Nerd. Performer. Philosopher. Poet.,"Brooklyn, NY", https://www.personalitycafe.com/members/kaliflower.html,,Type 4,,[]
kalilah,,,, https://www.personalitycafe.com/members/kalilah.html,,,,[]
Kaisikudo,"['cityofcircuits', 'Energumen', 'OpRise', 'Surreal Snake']",,"Falkirk, Central Scotland", https://www.personalitycafe.com/members/kaisikudo.html,Female,Type 4w3,Male,[]
Kaiskov,,,, https://www.personalitycafe.com/members/kaiskov.html,,,Male,[]
kaitlynriggs,,"hello i'm kaitlyn but you can call me katie! im 16, cis, lesbian from canada. i love things like tim hortons, yuri, animals, ball-jointed dolls, collecting shitty key-chains, oceans+space, weird humor, & supernatural/creepy stuff!! i dont like seafood :-(
bye bye have a beautiful time whatever youre doing! xo",,,Female,Type 2w3,Female,[]
katemess,,I just like to talk about myself.,Sydney,,,,Female,[]
,"['MCRTS', 'Owfin', 'purplegoon', 'RaidenPrime', 'Rube', 'SublimeSerendipity', 'SwampGentleman', 'BooksandButterflies', 'countrygirl90', 'Destiny Lund', 'EternalNocturne', 'fguewriter', 'Hutch', 'L', 'Ladieubong', 'Lane77', 'LexiFlame']","My name is Katie, I was initially mistyped as INFP but my Ne exploded on them and they banished me to the ENFP forum. I'm quite a bit happier there now that I know what I am!! I'm also a 4w3, as I discovered through lots of studying and a little bit of experimenting. 
I'm a game designer and semi-professional voice actress. I'm best known for playing Dr. Alphys in Glitchtale. I also am the director of the Jacksepticeye fan game, The BOSS. 
I love writing. A lot. To the point of obsession. You have been warned. 
I'm also a Christian. If you boast about being tolerant, you can tolerate my difference of opinion and belief.",Land of the very stubborn SJs (Maryland), https://www.personalitycafe.com/members/katemarie999.html,,Type 4w3,,['christians']
katerp,"['chickydoda', 'I Love The Rain', 'intrasearching', 'whoawhere']",,, https://www.personalitycafe.com/members/katerp.html,Male,Type 4,,[]
,['marie'],,, https://www.personalitycafe.com/members/karmagenerator.html,,,,['land-beautiful-films']
katiekat,['EvanR'],,, https://www.personalitycafe.com/members/katiekat.html,,,Female,[]
katierose,"['Sangoire', 'Sour Roses', 'attic', 'brightflashes', 'Catwalk', 'courageous_soul', 'fresh', 'Headdesk', 'idontreallyknoww', 'Markolise', 'MeltedSorbet', 'OdinsVardogr']",,,,,,Female,[]
katiki,['lilysocks'],,,,,,Female,[]
Kimalynn,"['mr. rozay', 'NaughyChimp', 'WonderlandDragon']","INTJ dad and Stepmom. (I call her mom, btw, unless otherwise noted.) 
I take great pride in my intelligence. And with pride there comes a fall. I'm notoriously bad at saying one thing and doing another, with respect to little things, like when I'm going to go to bed or have a quiet night at home. I like to work. Seriously. I also like to play.",,,Male,,,[]
ken_creo,['Cecabu'],,,,,Unknown,Male,[]
Kaizoku,['Yami no Yume'],,Norway,,Female,,Male,[]
Kaißer,['steinmann'],,"Saint Petersburg, Florida", https://www.personalitycafe.com/members/kaisser.html,,Type 3w2,Male,[]
Kadois,"['entpreter', 'Goodewitch', 'nallyha', 'sarahpost1337']",,, https://www.personalitycafe.com/members/kadois.html,,Type 5,Male,[]
,"['Kebachi', 'Khaine', 'Raven Tea', 'VinnyCrow']",,USA,,Female,Type 5w4,Male,['infj-enfp']
Kalby,"['dagdraumur', 'Peter', 'retypepassword']",,, https://www.personalitycafe.com/members/kalby.html,,,Male,[]
kaleidoscope,"['chimeric', 'Christian Exodia', 'Clyme', 'cosmia', 'CTRLvector', 'cue5c', 'DAPHNE XO', 'DarkBarlow', 'Debatelizard', 'Derange At 170', 'Desthro', 'Dissonance', 'Doll', 'Dolorous Haze', 'DomNapoleon', 'Dora', 'Dyslexicon', 'ECM', 'Enfpleasantly', 'Enterprise', '374714', 'Abbaladon Arc V', 'ae1905', 'angelcarnivore', 'Angina Jolie', 'anonymoustiger', 'Aquiline', 'Asmodaeus', 'Carsomyr Khan', 'Chesire Tower', 'Phantomwise', 'piano', 'QrivaN', 'QueenOfCats', 'randomshoes', 'Red Panda', 'refugee', 'RhubarbPie', 'Sava Saevus', 'Sensational', 'Err', 'Eryngo', 'ethylene', 'Frenetic Tranquility', 'gmaslin', 'goastfarmer', 'Gossip Goat', 'Grau the Great', 'GypsyDays', 'HAL', 'hal0hal0', 'Helios', 'Inside Job', 'Jamaia', 'johnnyyukon', 'Kaboomz', 'KINGoftheAMAZONS', 'Kito', 'knittigan', 'Lachesis', 'spartan322', 'Sporadic Aura', 'tanstaafl28', 'TheCosmicHeart', 'Tsu', 'WamphyriThrall', 'Wild', 'WorldzMine', 'leafling', 'Lunar Light', 'Macrosapien', 'Marvin the Dendroid', 'Masterpiece', 'Memory of Talon', 'Mizmar', 'motherofdragonslover', 'mushr00m', 'Oh_no_she_DIDNT', 'sereneone', 'SevSevens', 'Shabby', 'shallnotbenamed', 'SheWolf', 'Simpson17866', 'Sina', 'snowbell', 'Sonny', 'Space Ryder']",,,,,,Female,[]
